,FINESS_O,FINESS_D,O,D,O_lat,O_lon,D_lat,D_lon,ID,id_coord,Results_value_17h,minutes_17h
12,750100042,750000549,"48.8818559604838,2.35408775246107","48.8783047798995,2.37808843367725",48.8818559604838,2.35408775246107,48.8783047798995,2.37808843367725,750100042-750000549,"2.35408775246107,48.8818559604838-2.37808843367725,48.8783047798995",0:12:00,12
13,750000499,940100043,"48.8302146671579,2.34096760180631","48.8099378886903,2.35794972984933",48.8302146671579,2.34096760180631,48.8099378886903,2.35794972984933,750000499-940100043,"2.34096760180631,48.8302146671579-2.35794972984933,48.8099378886903",0:13:00,13
14,750000499,750100208,"48.8302146671579,2.34096760180631","48.8463434092809,2.31541258881328",48.8302146671579,2.34096760180631,48.8463434092809,2.31541258881328,750000499-750100208,"2.34096760180631,48.8302146671579-2.31541258881328,48.8463434092809",0:13:00,13
15,750100208,750000499,"48.8463434092809,2.31541258881328","48.8302146671579,2.34096760180631",48.8463434092809,2.31541258881328,48.8302146671579,2.34096760180631,750100208-750000499,"2.31541258881328,48.8463434092809-2.34096760180631,48.8302146671579",0:13:00,13
16,350007084,350000741,"48.0847679170679,-1.65838575149977","48.1162591374453,-1.6972175622353",48.0847679170679,-1.65838575149977,48.1162591374453,-1.6972175622353,350007084-350000741,"-1.65838575149977,48.0847679170679--1.6972175622353,48.1162591374453",0:13:00,13
17,690784178,690782834,"45.7495500936153,4.89712730127242","45.776869239216,4.86490834571401",45.7495500936153,4.89712730127242,45.776869239216,4.86490834571401,690784178-690782834,"4.89712730127242,45.7495500936153-4.86490834571401,45.776869239216",0:14:00,14
18,750100125,940100027,"48.8401867523797,2.36319606659128","48.7987961562809,2.45403659876121",48.8401867523797,2.36319606659128,48.7987961562809,2.45403659876121,750100125-940100027,"2.36319606659128,48.8401867523797-2.45403659876121,48.7987961562809",0:14:00,14
19,690782834,690784178,"45.776869239216,4.86490834571401","45.7495500936153,4.89712730127242",45.776869239216,4.86490834571401,45.7495500936153,4.89712730127242,690782834-690784178,"4.86490834571401,45.776869239216-4.89712730127242,45.7495500936153",0:14:00,14
20,750000549,930300025,"48.8783047798995,2.37808843367725","48.9053098427993,2.39021276397707",48.8783047798995,2.37808843367725,48.9053098427993,2.39021276397707,750000549-930300025,"2.37808843367725,48.8783047798995-2.39021276397707,48.9053098427993",0:14:00,14
21,540001138,540002698,"48.6839334771849,6.18941200501879","48.6499893953382,6.15563183060283",48.6839334771849,6.18941200501879,48.6499893953382,6.15563183060283,540001138-540002698,"6.18941200501879,48.6839334771849-6.15563183060283,48.6499893953382",0:15:00,15
22,750100125,940100043,"48.8401867523797,2.36319606659128","48.8099378886903,2.35794972984933",48.8401867523797,2.36319606659128,48.8099378886903,2.35794972984933,750100125-940100043,"2.36319606659128,48.8401867523797-2.35794972984933,48.8099378886903",0:15:00,15
23,750120016,940100043,"48.8380976694563,2.34424407470017","48.8099378886903,2.35794972984933",48.8380976694563,2.34424407470017,48.8099378886903,2.35794972984933,750120016-940100043,"2.34424407470017,48.8380976694563-2.35794972984933,48.8099378886903",0:15:00,15
24,930300025,750000549,"48.9053098427993,2.39021276397707","48.8783047798995,2.37808843367725",48.9053098427993,2.39021276397707,48.8783047798995,2.37808843367725,930300025-750000549,"2.39021276397707,48.9053098427993-2.37808843367725,48.8783047798995",0:15:00,15
25,930300025,920100039,"48.9053098427993,2.39021276397707","48.907535090038,2.3084903884373",48.9053098427993,2.39021276397707,48.907535090038,2.3084903884373,930300025-920100039,"2.39021276397707,48.9053098427993-2.3084903884373,48.907535090038",0:15:00,15
26,130783293,130780521,"43.2921827109591,5.40210784602733","43.3790936619422,5.36104667410839",43.2921827109591,5.40210784602733,43.3790936619422,5.36104667410839,130783293-130780521,"5.40210784602733,43.2921827109591-5.36104667410839,43.3790936619422",0:16:00,16
28,300780152,300782117,"43.8471935555551,4.37381111230514","43.8225410718146,4.31886087680019",43.8471935555551,4.37381111230514,43.8225410718146,4.31886087680019,300780152-300782117,"4.37381111230514,43.8471935555551-4.31886087680019,43.8225410718146",0:16:00,16
29,350000741,350007084,"48.1162591374453,-1.6972175622353","48.0847679170679,-1.65838575149977",48.1162591374453,-1.6972175622353,48.0847679170679,-1.65838575149977,350000741-350007084,"-1.6972175622353,48.1162591374453--1.65838575149977,48.0847679170679",0:16:00,16
30,340782085,340015502,"43.6293421830654,3.86109562857508","43.6024922940585,3.91428695033118",43.6293421830654,3.86109562857508,43.6024922940585,3.91428695033118,340782085-340015502,"3.86109562857508,43.6293421830654-3.91428695033118,43.6024922940585",0:16:00,16
