,FINESS_O,FINESS_D,O,D,O_lat,O_lon,D_lat,D_lon,ID,id_coord,Results_value_17h,minutes_17h
321,300780152,130784051,"43.8471935555551,4.37381111230514","43.2483276512157,5.42998081317562",43.8471935555551,4.37381111230514,43.2483276512157,5.42998081317562,300780152-130784051,"4.37381111230514,43.8471935555551-5.42998081317562,43.2483276512157",1:44:00,104
322,510004302,750000549,"49.2315914438182,4.01891775517964","48.8783047798995,2.37808843367725",49.2315914438182,4.01891775517964,48.8783047798995,2.37808843367725,510004302-750000549,"4.01891775517964,49.2315914438182-2.37808843367725,48.8783047798995",1:44:00,104
323,660000084,340782085,"42.7234650307891,2.88947268831773","43.6293421830654,3.86109562857508",42.7234650307891,2.88947268831773,43.6293421830654,3.86109562857508,660000084-340782085,"2.88947268831773,42.7234650307891-3.86109562857508,43.6293421830654",1:44:00,104
324,510004302,590000618,"49.2315914438182,4.01891775517964","50.3614814094598,3.49582464706077",49.2315914438182,4.01891775517964,50.3614814094598,3.49582464706077,510004302-590000618,"4.01891775517964,49.2315914438182-3.49582464706077,50.3614814094598",1:44:00,104
325,60785003,830100574,"43.7242384299709,7.28102802111945","43.1333032961808,5.93227992696555",43.7242384299709,7.28102802111945,43.1333032961808,5.93227992696555,60785003-830100574,"7.28102802111945,43.7242384299709-5.93227992696555,43.1333032961808",1:45:00,105
326,750100208,510004302,"48.8463434092809,2.31541258881328","49.2315914438182,4.01891775517964",48.8463434092809,2.31541258881328,49.2315914438182,4.01891775517964,750100208-510004302,"2.31541258881328,48.8463434092809-4.01891775517964,49.2315914438182",1:45:00,105
327,750100042,760000158,"48.8818559604838,2.35408775246107","49.4396967727369,1.10638823992147",48.8818559604838,2.35408775246107,49.4396967727369,1.10638823992147,750100042-760000158,"2.35408775246107,48.8818559604838-1.10638823992147,49.4396967727369",1:45:00,105
328,510004302,800006124,"49.2315914438182,4.01891775517964","49.870081645529,2.2543431996146",49.2315914438182,4.01891775517964,49.870081645529,2.2543431996146,510004302-800006124,"4.01891775517964,49.2315914438182-2.2543431996146,49.870081645529",1:45:00,105
329,590000618,510004302,"50.3614814094598,3.49582464706077","49.2315914438182,4.01891775517964",50.3614814094598,3.49582464706077,49.2315914438182,4.01891775517964,590000618-510004302,"3.49582464706077,50.3614814094598-4.01891775517964,49.2315914438182",1:45:00,105
330,800006124,510004302,"49.870081645529,2.2543431996146","49.2315914438182,4.01891775517964",49.870081645529,2.2543431996146,49.2315914438182,4.01891775517964,800006124-510004302,"2.2543431996146,49.870081645529-4.01891775517964,49.2315914438182",1:45:00,105
331,800006124,750100125,"49.870081645529,2.2543431996146","48.8401867523797,2.36319606659128",49.870081645529,2.2543431996146,48.8401867523797,2.36319606659128,800006124-750100125,"2.2543431996146,49.870081645529-2.36319606659128,48.8401867523797",1:45:00,105
332,940100043,800006124,"48.8099378886903,2.35794972984933","49.870081645529,2.2543431996146",48.8099378886903,2.35794972984933,49.870081645529,2.2543431996146,940100043-800006124,"2.35794972984933,48.8099378886903-2.2543431996146,49.870081645529",1:45:00,105
333,420785354,380000067,"45.4749955260478,4.36901620980914","45.1970031786824,5.75189574904547",45.4749955260478,4.36901620980914,45.1970031786824,5.75189574904547,420785354-380000067,"4.36901620980914,45.4749955260478-5.75189574904547,45.1970031786824",1:46:00,106
334,750000549,510004302,"48.8783047798995,2.37808843367725","49.2315914438182,4.01891775517964",48.8783047798995,2.37808843367725,49.2315914438182,4.01891775517964,750000549-510004302,"2.37808843367725,48.8783047798995-4.01891775517964,49.2315914438182",1:46:00,106
335,750100208,760000158,"48.8463434092809,2.31541258881328","49.4396967727369,1.10638823992147",48.8463434092809,2.31541258881328,49.4396967727369,1.10638823992147,750100208-760000158,"2.31541258881328,48.8463434092809-1.10638823992147,49.4396967727369",1:46:00,106
336,450002613,750000549,"47.8361235254823,1.92316019639192","48.8783047798995,2.37808843367725",47.8361235254823,1.92316019639192,48.8783047798995,2.37808843367725,450002613-750000549,"1.92316019639192,47.8361235254823-2.37808843367725,48.8783047798995",1:46:00,106
337,750000549,760000158,"48.8783047798995,2.37808843367725","49.4396967727369,1.10638823992147",48.8783047798995,2.37808843367725,49.4396967727369,1.10638823992147,750000549-760000158,"2.37808843367725,48.8783047798995-1.10638823992147,49.4396967727369",1:46:00,106
338,830100574,60785003,"43.1333032961808,5.93227992696555","43.7242384299709,7.28102802111945",43.1333032961808,5.93227992696555,43.7242384299709,7.28102802111945,830100574-60785003,"5.93227992696555,43.1333032961808-7.28102802111945,43.7242384299709",1:46:00,106
339,630000404,690782834,"45.7570334210282,3.09444570063111","45.776869239216,4.86490834571401",45.7570334210282,3.09444570063111,45.776869239216,4.86490834571401,630000404-690782834,"3.09444570063111,45.7570334210282-4.86490834571401,45.776869239216",1:46:00,106
340,670783273,540001138,"48.5896720587813,7.70972682843346","48.6839334771849,6.18941200501879",48.5896720587813,7.70972682843346,48.6839334771849,6.18941200501879,670783273-540001138,"7.70972682843346,48.5896720587813-6.18941200501879,48.6839334771849",1:46:00,106
341,760000158,940100027,"49.4396967727369,1.10638823992147","48.7987961562809,2.45403659876121",49.4396967727369,1.10638823992147,48.7987961562809,2.45403659876121,760000158-940100027,"1.10638823992147,49.4396967727369-2.45403659876121,48.7987961562809",1:46:00,106
342,870000064,860000223,"45.8108795364584,1.23857142808933","46.5622968867322,0.379943441285861",45.8108795364584,1.23857142808933,46.5622968867322,0.379943441285861,870000064-860000223,"1.23857142808933,45.8108795364584-0.379943441285861,46.5622968867322",1:47:00,107
343,920100039,450002613,"48.907535090038,2.3084903884373","47.8361235254823,1.92316019639192",48.907535090038,2.3084903884373,47.8361235254823,1.92316019639192,920100039-450002613,"2.3084903884373,48.907535090038-1.92316019639192,47.8361235254823",1:47:00,107
344,750100208,800006124,"48.8463434092809,2.31541258881328","49.870081645529,2.2543431996146",48.8463434092809,2.31541258881328,49.870081645529,2.2543431996146,750100208-800006124,"2.31541258881328,48.8463434092809-2.2543431996146,49.870081645529",1:47:00,107
345,760000158,750100208,"49.4396967727369,1.10638823992147","48.8463434092809,2.31541258881328",49.4396967727369,1.10638823992147,48.8463434092809,2.31541258881328,760000158-750100208,"1.10638823992147,49.4396967727369-2.31541258881328,48.8463434092809",1:47:00,107
346,510004302,920100039,"49.2315914438182,4.01891775517964","48.907535090038,2.3084903884373",49.2315914438182,4.01891775517964,48.907535090038,2.3084903884373,510004302-920100039,"4.01891775517964,49.2315914438182-2.3084903884373,48.907535090038",1:47:00,107
347,750000549,450002613,"48.8783047798995,2.37808843367725","47.8361235254823,1.92316019639192",48.8783047798995,2.37808843367725,47.8361235254823,1.92316019639192,750000549-450002613,"2.37808843367725,48.8783047798995-1.92316019639192,47.8361235254823",1:47:00,107
348,760000158,940100043,"49.4396967727369,1.10638823992147","48.8099378886903,2.35794972984933",49.4396967727369,1.10638823992147,48.8099378886903,2.35794972984933,760000158-940100043,"1.10638823992147,49.4396967727369-2.35794972984933,48.8099378886903",1:48:00,108
349,920120011,800006124,"48.8143986458456,2.25568637311088","49.870081645529,2.2543431996146",48.8143986458456,2.25568637311088,49.870081645529,2.2543431996146,920120011-800006124,"2.25568637311088,48.8143986458456-2.2543431996146,49.870081645529",1:48:00,108
350,750000499,800006124,"48.8302146671579,2.34096760180631","49.870081645529,2.2543431996146",48.8302146671579,2.34096760180631,49.870081645529,2.2543431996146,750000499-800006124,"2.34096760180631,48.8302146671579-2.2543431996146,49.870081645529",1:48:00,108
351,800006124,750100208,"49.870081645529,2.2543431996146","48.8463434092809,2.31541258881328",49.870081645529,2.2543431996146,48.8463434092809,2.31541258881328,800006124-750100208,"2.2543431996146,49.870081645529-2.31541258881328,48.8463434092809",1:48:00,108
352,130780521,340782085,"43.3790936619422,5.36104667410839","43.6293421830654,3.86109562857508",43.3790936619422,5.36104667410839,43.6293421830654,3.86109562857508,130780521-340782085,"5.36104667410839,43.3790936619422-3.86109562857508,43.6293421830654",1:49:00,109
353,130783293,340015502,"43.2921827109591,5.40210784602733","43.6024922940585,3.91428695033118",43.2921827109591,5.40210784602733,43.6024922940585,3.91428695033118,130783293-340015502,"5.40210784602733,43.2921827109591-3.91428695033118,43.6024922940585",1:49:00,109
355,380000067,420785354,"45.1970031786824,5.75189574904547","45.4749955260478,4.36901620980914",45.1970031786824,5.75189574904547,45.4749955260478,4.36901620980914,380000067-420785354,"5.75189574904547,45.1970031786824-4.36901620980914,45.4749955260478",1:49:00,109
356,690782834,630000404,"45.776869239216,4.86490834571401","45.7570334210282,3.09444570063111",45.776869239216,4.86490834571401,45.7570334210282,3.09444570063111,690782834-630000404,"4.86490834571401,45.776869239216-3.09444570063111,45.7570334210282",1:49:00,109
357,800006124,750000499,"49.870081645529,2.2543431996146","48.8302146671579,2.34096760180631",49.870081645529,2.2543431996146,48.8302146671579,2.34096760180631,800006124-750000499,"2.2543431996146,49.870081645529-2.34096760180631,48.8302146671579",1:49:00,109
358,510004302,750100208,"49.2315914438182,4.01891775517964","48.8463434092809,2.31541258881328",49.2315914438182,4.01891775517964,48.8463434092809,2.31541258881328,510004302-750100208,"4.01891775517964,49.2315914438182-2.31541258881328,48.8463434092809",1:49:00,109
359,760000158,750100042,"49.4396967727369,1.10638823992147","48.8818559604838,2.35408775246107",49.4396967727369,1.10638823992147,48.8818559604838,2.35408775246107,760000158-750100042,"1.10638823992147,49.4396967727369-2.35408775246107,48.8818559604838",1:49:00,109
360,760000158,750000549,"49.4396967727369,1.10638823992147","48.8783047798995,2.37808843367725",49.4396967727369,1.10638823992147,48.8783047798995,2.37808843367725,760000158-750000549,"1.10638823992147,49.4396967727369-2.37808843367725,48.8783047798995",1:49:00,109
361,920120011,510004302,"48.8143986458456,2.25568637311088","49.2315914438182,4.01891775517964",48.8143986458456,2.25568637311088,49.2315914438182,4.01891775517964,920120011-510004302,"2.25568637311088,48.8143986458456-4.01891775517964,49.2315914438182",1:49:00,109
362,510004302,750100042,"49.2315914438182,4.01891775517964","48.8818559604838,2.35408775246107",49.2315914438182,4.01891775517964,48.8818559604838,2.35408775246107,510004302-750100042,"4.01891775517964,49.2315914438182-2.35408775246107,48.8818559604838",1:50:00,110
363,800006124,920120011,"49.870081645529,2.2543431996146","48.8143986458456,2.25568637311088",49.870081645529,2.2543431996146,48.8143986458456,2.25568637311088,800006124-920120011,"2.2543431996146,49.870081645529-2.25568637311088,48.8143986458456",1:50:00,110
364,940100027,760000158,"48.7987961562809,2.45403659876121","49.4396967727369,1.10638823992147",48.7987961562809,2.45403659876121,49.4396967727369,1.10638823992147,940100027-760000158,"2.45403659876121,48.7987961562809-1.10638823992147,49.4396967727369",1:50:00,110
365,140000209,350007084,"49.2103044816168,-0.362919131071607","48.0847679170679,-1.65838575149977",49.2103044816168,-0.362919131071607,48.0847679170679,-1.65838575149977,140000209-350007084,"-0.362919131071607,49.2103044816168--1.65838575149977,48.0847679170679",1:50:00,110
366,340782085,130780521,"43.6293421830654,3.86109562857508","43.3790936619422,5.36104667410839",43.6293421830654,3.86109562857508,43.3790936619422,5.36104667410839,340782085-130780521,"3.86109562857508,43.6293421830654-5.36104667410839,43.3790936619422",1:50:00,110
367,350000741,140000209,"48.1162591374453,-1.6972175622353","49.2103044816168,-0.362919131071607",48.1162591374453,-1.6972175622353,49.2103044816168,-0.362919131071607,350000741-140000209,"-1.6972175622353,48.1162591374453--0.362919131071607,49.2103044816168",1:50:00,110
368,350007084,140000209,"48.0847679170679,-1.65838575149977","49.2103044816168,-0.362919131071607",48.0847679170679,-1.65838575149977,49.2103044816168,-0.362919131071607,350007084-140000209,"-1.65838575149977,48.0847679170679--0.362919131071607,49.2103044816168",1:50:00,110
369,750000499,760000158,"48.8302146671579,2.34096760180631","49.4396967727369,1.10638823992147",48.8302146671579,2.34096760180631,49.4396967727369,1.10638823992147,750000499-760000158,"2.34096760180631,48.8302146671579-1.10638823992147,49.4396967727369",1:50:00,110
370,860000223,870000064,"46.5622968867322,0.379943441285861","45.8108795364584,1.23857142808933",46.5622968867322,0.379943441285861,45.8108795364584,1.23857142808933,860000223-870000064,"0.379943441285861,46.5622968867322-1.23857142808933,45.8108795364584",1:50:00,110
371,920100039,510004302,"48.907535090038,2.3084903884373","49.2315914438182,4.01891775517964",48.907535090038,2.3084903884373,49.2315914438182,4.01891775517964,920100039-510004302,"2.3084903884373,48.907535090038-4.01891775517964,49.2315914438182",1:50:00,110
372,940100043,760000158,"48.8099378886903,2.35794972984933","49.4396967727369,1.10638823992147",48.8099378886903,2.35794972984933,49.4396967727369,1.10638823992147,940100043-760000158,"2.35794972984933,48.8099378886903-1.10638823992147,49.4396967727369",1:50:00,110
373,510004302,920120011,"49.2315914438182,4.01891775517964","48.8143986458456,2.25568637311088",49.2315914438182,4.01891775517964,48.8143986458456,2.25568637311088,510004302-920120011,"4.01891775517964,49.2315914438182-2.25568637311088,48.8143986458456",1:51:00,111
374,540002698,680000684,"48.6499893953382,6.15563183060283","48.0773323152992,7.33619160182096",48.6499893953382,6.15563183060283,48.0773323152992,7.33619160182096,540002698-680000684,"6.15563183060283,48.6499893953382-7.33619160182096,48.0773323152992",1:51:00,111
375,750120016,760000158,"48.8380976694563,2.34424407470017","49.4396967727369,1.10638823992147",48.8380976694563,2.34424407470017,49.4396967727369,1.10638823992147,750120016-760000158,"2.34424407470017,48.8380976694563-1.10638823992147,49.4396967727369",1:51:00,111
376,750120016,800006124,"48.8380976694563,2.34424407470017","49.870081645529,2.2543431996146",48.8380976694563,2.34424407470017,49.870081645529,2.2543431996146,750120016-800006124,"2.34424407470017,48.8380976694563-2.2543431996146,49.870081645529",1:51:00,111
377,800006124,750120016,"49.870081645529,2.2543431996146","48.8380976694563,2.34424407470017",49.870081645529,2.2543431996146,48.8380976694563,2.34424407470017,800006124-750120016,"2.2543431996146,49.870081645529-2.34424407470017,48.8380976694563",1:51:00,111
378,140000209,350000741,"49.2103044816168,-0.362919131071607","48.1162591374453,-1.6972175622353",49.2103044816168,-0.362919131071607,48.1162591374453,-1.6972175622353,140000209-350000741,"-0.362919131071607,49.2103044816168--1.6972175622353,48.1162591374453",1:52:00,112
379,920000650,510004302,"48.8712105447387,2.22125484098355","49.2315914438182,4.01891775517964",48.8712105447387,2.22125484098355,49.2315914438182,4.01891775517964,920000650-510004302,"2.22125484098355,48.8712105447387-4.01891775517964,49.2315914438182",1:52:00,112
380,250006954,680000684,"47.2249200833962,5.96476126928613","48.0773323152992,7.33619160182096",47.2249200833962,5.96476126928613,48.0773323152992,7.33619160182096,250006954-680000684,"5.96476126928613,47.2249200833962-7.33619160182096,48.0773323152992",1:52:00,112
381,630000404,690784178,"45.7570334210282,3.09444570063111","45.7495500936153,4.89712730127242",45.7570334210282,3.09444570063111,45.7495500936153,4.89712730127242,630000404-690784178,"3.09444570063111,45.7570334210282-4.89712730127242,45.7495500936153",1:52:00,112
382,760000158,750000499,"49.4396967727369,1.10638823992147","48.8302146671579,2.34096760180631",49.4396967727369,1.10638823992147,48.8302146671579,2.34096760180631,760000158-750000499,"1.10638823992147,49.4396967727369-2.34096760180631,48.8302146671579",1:52:00,112
383,260000013,340015502,"44.9121177176949,4.90791753137643","43.6024922940585,3.91428695033118",44.9121177176949,4.90791753137643,43.6024922940585,3.91428695033118,260000013-340015502,"4.90791753137643,44.9121177176949-3.91428695033118,43.6024922940585",1:53:00,113
384,450002613,750100042,"47.8361235254823,1.92316019639192","48.8818559604838,2.35408775246107",47.8361235254823,1.92316019639192,48.8818559604838,2.35408775246107,450002613-750100042,"1.92316019639192,47.8361235254823-2.35408775246107,48.8818559604838",1:53:00,113
385,680000684,250006954,"48.0773323152992,7.33619160182096","47.2249200833962,5.96476126928613",48.0773323152992,7.33619160182096,47.2249200833962,5.96476126928613,680000684-250006954,"7.33619160182096,48.0773323152992-5.96476126928613,47.2249200833962",1:53:00,113
386,750100125,760000158,"48.8401867523797,2.36319606659128","49.4396967727369,1.10638823992147",48.8401867523797,2.36319606659128,49.4396967727369,1.10638823992147,750100125-760000158,"2.36319606659128,48.8401867523797-1.10638823992147,49.4396967727369",1:53:00,113
387,130780521,260000013,"43.3790936619422,5.36104667410839","44.9121177176949,4.90791753137643",43.3790936619422,5.36104667410839,44.9121177176949,4.90791753137643,130780521-260000013,"5.36104667410839,43.3790936619422-4.90791753137643,44.9121177176949",1:53:00,113
388,340015502,130783293,"43.6024922940585,3.91428695033118","43.2921827109591,5.40210784602733",43.6024922940585,3.91428695033118,43.2921827109591,5.40210784602733,340015502-130783293,"3.91428695033118,43.6024922940585-5.40210784602733,43.2921827109591",1:53:00,113
390,750100042,510004302,"48.8818559604838,2.35408775246107","49.2315914438182,4.01891775517964",48.8818559604838,2.35408775246107,49.2315914438182,4.01891775517964,750100042-510004302,"2.35408775246107,48.8818559604838-4.01891775517964,49.2315914438182",1:53:00,113
391,760000158,750120016,"49.4396967727369,1.10638823992147","48.8380976694563,2.34424407470017",49.4396967727369,1.10638823992147,48.8380976694563,2.34424407470017,760000158-750120016,"1.10638823992147,49.4396967727369-2.34424407470017,48.8380976694563",1:53:00,113
392,640780946,310783048,"43.3237674948806,-0.350430204816629","43.60463651762,1.44421017210879",43.3237674948806,-0.350430204816629,43.60463651762,1.44421017210879,640780946-310783048,"-0.350430204816629,43.3237674948806-1.44421017210879,43.60463651762",1:54:00,114
393,750100042,450002613,"48.8818559604838,2.35408775246107","47.8361235254823,1.92316019639192",48.8818559604838,2.35408775246107,47.8361235254823,1.92316019639192,750100042-450002613,"2.35408775246107,48.8818559604838-1.92316019639192,47.8361235254823",1:54:00,114
394,540001138,680000684,"48.6839334771849,6.18941200501879","48.0773323152992,7.33619160182096",48.6839334771849,6.18941200501879,48.0773323152992,7.33619160182096,540001138-680000684,"6.18941200501879,48.6839334771849-7.33619160182096,48.0773323152992",1:54:00,114
395,310783048,640780946,"43.60463651762,1.44421017210879","43.3237674948806,-0.350430204816629",43.60463651762,1.44421017210879,43.3237674948806,-0.350430204816629,310783048-640780946,"1.44421017210879,43.60463651762--0.350430204816629,43.3237674948806",1:55:00,115
396,680000684,540002698,"48.0773323152992,7.33619160182096","48.6499893953382,6.15563183060283",48.0773323152992,7.33619160182096,48.6499893953382,6.15563183060283,680000684-540002698,"7.33619160182096,48.0773323152992-6.15563183060283,48.6499893953382",1:55:00,115
397,640780946,310780283,"43.3237674948806,-0.350430204816629","43.6485378082078,1.50708157420016",43.3237674948806,-0.350430204816629,43.6485378082078,1.50708157420016,640780946-310780283,"-0.350430204816629,43.3237674948806-1.50708157420016,43.6485378082078",1:55:00,115
398,690784178,630000404,"45.7495500936153,4.89712730127242","45.7570334210282,3.09444570063111",45.7495500936153,4.89712730127242,45.7570334210282,3.09444570063111,690784178-630000404,"4.89712730127242,45.7495500936153-3.09444570063111,45.7570334210282",1:55:00,115
399,640780946,310781000,"43.3237674948806,-0.350430204816629","43.6491208043028,1.32625109672475",43.3237674948806,-0.350430204816629,43.6491208043028,1.32625109672475,640780946-310781000,"-0.350430204816629,43.3237674948806-1.32625109672475,43.6491208043028",1:55:00,115
400,340015502,260000013,"43.6024922940585,3.91428695033118","44.9121177176949,4.90791753137643",43.6024922940585,3.91428695033118,44.9121177176949,4.90791753137643,340015502-260000013,"3.91428695033118,43.6024922940585-4.90791753137643,44.9121177176949",1:55:00,115
401,300782117,660000084,"43.8225410718146,4.31886087680019","42.7234650307891,2.88947268831773",43.8225410718146,4.31886087680019,42.7234650307891,2.88947268831773,300782117-660000084,"4.31886087680019,43.8225410718146-2.88947268831773,42.7234650307891",1:56:00,116
402,310781000,640780946,"43.6491208043028,1.32625109672475","43.3237674948806,-0.350430204816629",43.6491208043028,1.32625109672475,43.3237674948806,-0.350430204816629,310781000-640780946,"1.32625109672475,43.6491208043028--0.350430204816629,43.3237674948806",1:56:00,116
403,210987558,690782834,"47.3222400585606,5.06536963302301","45.776869239216,4.86490834571401",47.3222400585606,5.06536963302301,45.776869239216,4.86490834571401,210987558-690782834,"5.06536963302301,47.3222400585606-4.86490834571401,45.776869239216",1:56:00,116
404,260000013,130780521,"44.9121177176949,4.90791753137643","43.3790936619422,5.36104667410839",44.9121177176949,4.90791753137643,43.3790936619422,5.36104667410839,260000013-130780521,"4.90791753137643,44.9121177176949-5.36104667410839,43.3790936619422",1:57:00,117
405,510004302,920000650,"49.2315914438182,4.01891775517964","48.8712105447387,2.22125484098355",49.2315914438182,4.01891775517964,48.8712105447387,2.22125484098355,510004302-920000650,"4.01891775517964,49.2315914438182-2.22125484098355,48.8712105447387",1:57:00,117
406,760000158,750100125,"49.4396967727369,1.10638823992147","48.8401867523797,2.36319606659128",49.4396967727369,1.10638823992147,48.8401867523797,2.36319606659128,760000158-750100125,"1.10638823992147,49.4396967727369-2.36319606659128,48.8401867523797",1:57:00,117
407,830100574,300782117,"43.1333032961808,5.93227992696555","43.8225410718146,4.31886087680019",43.1333032961808,5.93227992696555,43.8225410718146,4.31886087680019,830100574-300782117,"5.93227992696555,43.1333032961808-4.31886087680019,43.8225410718146",1:57:00,117
408,310780283,640780946,"43.6485378082078,1.50708157420016","43.3237674948806,-0.350430204816629",43.6485378082078,1.50708157420016,43.3237674948806,-0.350430204816629,310780283-640780946,"1.50708157420016,43.6485378082078--0.350430204816629,43.3237674948806",1:57:00,117
409,660000084,300782117,"42.7234650307891,2.88947268831773","43.8225410718146,4.31886087680019",42.7234650307891,2.88947268831773,43.8225410718146,4.31886087680019,660000084-300782117,"2.88947268831773,42.7234650307891-4.31886087680019,43.8225410718146",1:57:00,117
410,680000684,540001138,"48.0773323152992,7.33619160182096","48.6839334771849,6.18941200501879",48.0773323152992,7.33619160182096,48.6839334771849,6.18941200501879,680000684-540001138,"7.33619160182096,48.0773323152992-6.18941200501879,48.6839334771849",1:58:00,118
411,130784051,340015502,"43.2483276512157,5.42998081317562","43.6024922940585,3.91428695033118",43.2483276512157,5.42998081317562,43.6024922940585,3.91428695033118,130784051-340015502,"5.42998081317562,43.2483276512157-3.91428695033118,43.6024922940585",1:58:00,118
412,210987558,690784178,"47.3222400585606,5.06536963302301","45.7495500936153,4.89712730127242",47.3222400585606,5.06536963302301,45.7495500936153,4.89712730127242,210987558-690784178,"5.06536963302301,47.3222400585606-4.89712730127242,45.7495500936153",1:59:00,119
413,690782834,210987558,"45.776869239216,4.86490834571401","47.3222400585606,5.06536963302301",45.776869239216,4.86490834571401,47.3222400585606,5.06536963302301,690782834-210987558,"4.86490834571401,45.776869239216-5.06536963302301,47.3222400585606",1:59:00,119
414,330781360,640000162,"44.8300188639125,-0.603297388952739","43.4831123974295,-1.48230729819466",44.8300188639125,-0.603297388952739,43.4831123974295,-1.48230729819466,330781360-640000162,"-0.603297388952739,44.8300188639125--1.48230729819466,43.4831123974295",1:59:00,119
415,420785354,740000237,"45.4749955260478,4.36901620980914","45.9464555842442,6.12189177562196",45.4749955260478,4.36901620980914,45.9464555842442,6.12189177562196,420785354-740000237,"4.36901620980914,45.4749955260478-6.12189177562196,45.9464555842442",1:59:00,119
416,300782117,830100574,"43.8225410718146,4.31886087680019","43.1333032961808,5.93227992696555",43.8225410718146,4.31886087680019,43.1333032961808,5.93227992696555,300782117-830100574,"4.31886087680019,43.8225410718146-5.93227992696555,43.1333032961808",2:00:00,120
417,640000162,330781360,"43.4831123974295,-1.48230729819466","44.8300188639125,-0.603297388952739",43.4831123974295,-1.48230729819466,44.8300188639125,-0.603297388952739,640000162-330781360,"-1.48230729819466,43.4831123974295--0.603297388952739,44.8300188639125",2:00:00,120
418,340015502,130784051,"43.6024922940585,3.91428695033118","43.2483276512157,5.42998081317562",43.6024922940585,3.91428695033118,43.2483276512157,5.42998081317562,340015502-130784051,"3.91428695033118,43.6024922940585-5.42998081317562,43.2483276512157",2:00:00,120
419,740000237,260000013,"45.9464555842442,6.12189177562196","44.9121177176949,4.90791753137643",45.9464555842442,6.12189177562196,44.9121177176949,4.90791753137643,740000237-260000013,"6.12189177562196,45.9464555842442-4.90791753137643,44.9121177176949",2:00:00,120
420,740000237,420785354,"45.9464555842442,6.12189177562196","45.4749955260478,4.36901620980914",45.9464555842442,6.12189177562196,45.4749955260478,4.36901620980914,740000237-420785354,"6.12189177562196,45.9464555842442-4.36901620980914,45.4749955260478",2:00:00,120
421,130783293,340782085,"43.2921827109591,5.40210784602733","43.6293421830654,3.86109562857508",43.2921827109591,5.40210784602733,43.6293421830654,3.86109562857508,130783293-340782085,"5.40210784602733,43.2921827109591-3.86109562857508,43.6293421830654",2:01:00,121
423,260000013,740000237,"44.9121177176949,4.90791753137643","45.9464555842442,6.12189177562196",44.9121177176949,4.90791753137643,45.9464555842442,6.12189177562196,260000013-740000237,"4.90791753137643,44.9121177176949-6.12189177562196,45.9464555842442",2:01:00,121
424,310780283,660000084,"43.6485378082078,1.50708157420016","42.7234650307891,2.88947268831773",43.6485378082078,1.50708157420016,42.7234650307891,2.88947268831773,310780283-660000084,"1.50708157420016,43.6485378082078-2.88947268831773,42.7234650307891",2:01:00,121
425,690784178,210987558,"45.7495500936153,4.89712730127242","47.3222400585606,5.06536963302301",45.7495500936153,4.89712730127242,47.3222400585606,5.06536963302301,690784178-210987558,"4.89712730127242,45.7495500936153-5.06536963302301,47.3222400585606",2:01:00,121
426,330781360,640780946,"44.8300188639125,-0.603297388952739","43.3237674948806,-0.350430204816629",44.8300188639125,-0.603297388952739,43.3237674948806,-0.350430204816629,330781360-640780946,"-0.603297388952739,44.8300188639125--0.350430204816629,43.3237674948806",2:02:00,122
427,660000084,310780283,"42.7234650307891,2.88947268831773","43.6485378082078,1.50708157420016",42.7234650307891,2.88947268831773,43.6485378082078,1.50708157420016,660000084-310780283,"2.88947268831773,42.7234650307891-1.50708157420016,43.6485378082078",2:02:00,122
428,930300025,590000618,"48.9053098427993,2.39021276397707","50.3614814094598,3.49582464706077",48.9053098427993,2.39021276397707,50.3614814094598,3.49582464706077,930300025-590000618,"2.39021276397707,48.9053098427993-3.49582464706077,50.3614814094598",2:02:00,122
429,130780521,60785003,"43.3790936619422,5.36104667410839","43.7242384299709,7.28102802111945",43.3790936619422,5.36104667410839,43.7242384299709,7.28102802111945,130780521-60785003,"5.36104667410839,43.3790936619422-7.28102802111945,43.7242384299709",2:03:00,123
430,490000049,860000223,"47.4804327922018,-0.554915702306227","46.5622968867322,0.379943441285861",47.4804327922018,-0.554915702306227,46.5622968867322,0.379943441285861,490000049-860000223,"-0.554915702306227,47.4804327922018-0.379943441285861,46.5622968867322",2:03:00,123
431,340782085,130783293,"43.6293421830654,3.86109562857508","43.2921827109591,5.40210784602733",43.6293421830654,3.86109562857508,43.2921827109591,5.40210784602733,340782085-130783293,"3.86109562857508,43.6293421830654-5.40210784602733,43.2921827109591",2:03:00,123
433,590000618,930300025,"50.3614814094598,3.49582464706077","48.9053098427993,2.39021276397707",50.3614814094598,3.49582464706077,48.9053098427993,2.39021276397707,590000618-930300025,"3.49582464706077,50.3614814094598-2.39021276397707,48.9053098427993",2:03:00,123
434,640780946,330781360,"43.3237674948806,-0.350430204816629","44.8300188639125,-0.603297388952739",43.3237674948806,-0.350430204816629,44.8300188639125,-0.603297388952739,640780946-330781360,"-0.350430204816629,43.3237674948806--0.603297388952739,44.8300188639125",2:03:00,123
435,340782085,260000013,"43.6293421830654,3.86109562857508","44.9121177176949,4.90791753137643",43.6293421830654,3.86109562857508,44.9121177176949,4.90791753137643,340782085-260000013,"3.86109562857508,43.6293421830654-4.90791753137643,44.9121177176949",2:04:00,124
436,60785003,130780521,"43.7242384299709,7.28102802111945","43.3790936619422,5.36104667410839",43.7242384299709,7.28102802111945,43.3790936619422,5.36104667410839,60785003-130780521,"7.28102802111945,43.7242384299709-5.36104667410839,43.3790936619422",2:04:00,124
